,playerID,yearID,G,R,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,pos,avg
18158,cowenal01,1978,132,63,24,8,5,63.0,14.0,6.0,31,54.0,3.0,6.0,1.0,11.0,7.0,OF,0.27422680412371137
18159,cowenal01,1979,136,69,18,7,9,73.0,10.0,8.0,40,44.0,4.0,3.0,2.0,7.0,12.0,OF,0.29457364341085274
18160,cowenal01,1980,142,69,20,3,6,59.0,6.0,8.0,49,61.0,5.0,2.0,7.0,4.0,8.0,OF,0.2681992337164751
18184,coxbi02,1946,121,32,22,6,2,36.0,4.0,0.0,26,15.0,0.0,1.0,10.0,0.0,4.0,SS,0.2895377128953771
18185,coxbi02,1947,132,75,30,7,15,54.0,5.0,0.0,29,28.0,0.0,1.0,2.0,0.0,5.0,SS,0.2741020793950851
18186,coxbi02,1948,88,36,13,2,3,15.0,3.0,0.0,38,19.0,0.0,0.0,4.0,0.0,8.0,SS,0.2489451476793249
18187,coxbi02,1949,100,48,18,2,8,40.0,5.0,0.0,30,18.0,0.0,1.0,5.0,0.0,9.0,SS,0.23333333333333334
18188,coxbi02,1950,119,62,17,2,8,44.0,6.0,0.0,35,24.0,0.0,0.0,8.0,0.0,15.0,SS,0.2572062084257206
18189,coxbi02,1951,142,62,25,4,9,51.0,5.0,5.0,37,30.0,0.0,2.0,13.0,0.0,8.0,SS,0.27912087912087913
18190,coxbi02,1952,116,56,12,3,6,34.0,10.0,12.0,25,32.0,0.0,2.0,8.0,0.0,13.0,SS,0.25934065934065936
18338,cramedo01,1931,65,37,8,2,2,20.0,2.0,1.0,11,15.0,0.0,2.0,6.0,0.0,0.0,OF,0.2600896860986547
18339,cramedo01,1932,92,73,27,6,3,46.0,3.0,1.0,17,27.0,0.0,2.0,4.0,0.0,0.0,OF,0.3359375
18340,cramedo01,1933,152,109,27,8,8,75.0,5.0,4.0,36,24.0,0.0,0.0,21.0,0.0,0.0,OF,0.2950075642965204
18341,cramedo01,1934,153,99,29,9,6,46.0,1.0,5.0,40,35.0,0.0,2.0,12.0,0.0,0.0,OF,0.31124807395993837
18342,cramedo01,1935,149,96,37,4,3,70.0,6.0,7.0,37,34.0,0.0,5.0,15.0,0.0,0.0,OF,0.33229813664596275
18343,cramedo01,1936,154,99,31,7,0,41.0,4.0,6.0,49,20.0,0.0,5.0,16.0,0.0,0.0,OF,0.29237947122861585
18344,cramedo01,1937,133,90,22,11,0,51.0,8.0,6.0,35,14.0,0.0,4.0,17.0,0.0,0.0,OF,0.3053571428571429
18360,crandde01,1949,67,21,10,1,4,34.0,2.0,0.0,9,18.0,0.0,0.0,2.0,0.0,8.0,C,0.2631578947368421
18361,crandde01,1950,79,21,11,0,4,37.0,0.0,0.0,13,24.0,0.0,0.0,6.0,0.0,6.0,C,0.2196078431372549
18362,crandde01,1953,116,55,13,1,15,51.0,2.0,1.0,33,47.0,0.0,0.0,5.0,0.0,13.0,C,0.27225130890052357
18363,crandde01,1954,138,60,18,2,21,64.0,0.0,3.0,40,56.0,0.0,3.0,6.0,2.0,14.0,C,0.24190064794816415
18364,crandde01,1955,133,61,15,2,26,62.0,2.0,1.0,40,56.0,11.0,2.0,6.0,6.0,12.0,C,0.23636363636363636
18365,crandde01,1956,112,37,14,2,16,48.0,1.0,2.0,35,30.0,15.0,1.0,6.0,5.0,5.0,C,0.2379421221864952
18366,crandde01,1957,118,45,11,2,15,46.0,1.0,2.0,30,38.0,9.0,1.0,4.0,2.0,13.0,C,0.25326370757180156
18411,cravaga01,1908,94,43,10,11,1,34.0,6.0,0.0,38,0.0,0.0,4.0,8.0,0.0,0.0,OF,0.2563176895306859
18413,cravaga01,1912,130,63,30,9,11,70.0,15.0,0.0,47,77.0,0.0,3.0,16.0,0.0,0.0,OF,0.28440366972477066
18414,cravaga01,1913,147,78,34,14,19,128.0,10.0,0.0,55,63.0,0.0,3.0,11.0,0.0,0.0,OF,0.34095238095238095
18415,cravaga01,1914,149,76,27,8,19,100.0,14.0,0.0,83,72.0,0.0,3.0,19.0,0.0,0.0,OF,0.2985971943887776
18416,cravaga01,1915,150,89,31,7,24,115.0,11.0,9.0,86,77.0,0.0,6.0,7.0,0.0,0.0,OF,0.28544061302681994
18417,cravaga01,1916,137,70,21,8,11,70.0,9.0,0.0,64,89.0,0.0,5.0,15.0,0.0,0.0,OF,0.28348214285714285
18418,cravaga01,1917,140,70,29,16,12,83.0,6.0,0.0,70,57.0,0.0,1.0,16.0,0.0,0.0,OF,0.2803180914512923
18422,cravebi01,1871,27,26,8,1,0,26.0,6.0,3.0,3,0.0,0.0,0.0,0.0,0.0,3.0,C,0.3220338983050847
18423,cravebi01,1872,35,55,3,3,0,24.0,9.0,1.0,5,2.0,0.0,0.0,0.0,0.0,3.0,C,0.2808988764044944
18424,cravebi01,1873,41,45,9,3,0,26.0,5.0,4.0,2,3.0,0.0,0.0,0.0,0.0,1.0,C,0.2893401015228426
18425,cravebi01,1874,55,68,19,11,0,56.0,11.0,3.0,4,2.0,0.0,0.0,0.0,0.0,2.0,C,0.3433962264150943
18426,cravebi01,1875,68,79,15,13,2,45.0,9.0,4.0,6,9.0,0.0,0.0,0.0,0.0,1.0,C,0.31076923076923074
18427,cravebi01,1876,56,24,4,0,0,22.0,0.0,0.0,2,7.0,0.0,0.0,0.0,0.0,0.0,C,0.22357723577235772
18428,cravebi01,1877,57,33,5,2,0,29.0,0.0,0.0,5,11.0,0.0,0.0,0.0,0.0,0.0,C,0.2647058823529412
18431,crawfbr01,2011,66,22,5,2,3,21.0,1.0,3.0,23,31.0,1.0,0.0,1.0,0.0,4.0,SS,0.20408163265306123
18432,crawfbr01,2012,143,44,26,3,4,45.0,1.0,4.0,33,95.0,6.0,3.0,2.0,3.0,4.0,SS,0.2482758620689655
18433,crawfbr01,2013,149,52,24,3,9,43.0,1.0,2.0,42,96.0,6.0,5.0,1.0,3.0,10.0,SS,0.24849699398797595
18434,crawfbr01,2014,153,54,20,10,10,69.0,5.0,3.0,59,129.0,10.0,2.0,2.0,10.0,4.0,SS,0.24643584521384929
18435,crawfbr01,2015,143,65,33,4,21,84.0,6.0,4.0,39,119.0,9.0,11.0,0.0,4.0,18.0,SS,0.2564102564102564
18436,crawfbr01,2016,155,67,28,11,12,84.0,7.0,0.0,57,115.0,10.0,4.0,0.0,9.0,13.0,SS,0.27486437613019893
18437,crawfbr01,2017,144,58,34,1,14,77.0,3.0,5.0,42,113.0,3.0,1.0,0.0,9.0,18.0,SS,0.2528957528957529
18439,crawfca02,2002,63,23,11,6,2,30.0,9.0,5.0,9,41.0,0.0,3.0,6.0,1.0,0.0,OF,0.25868725868725867
18440,crawfca02,2003,151,80,18,9,5,54.0,55.0,10.0,26,102.0,4.0,1.0,1.0,3.0,5.0,OF,0.28095238095238095
18441,crawfca02,2004,152,104,26,19,11,55.0,59.0,15.0,35,81.0,2.0,1.0,4.0,6.0,2.0,OF,0.2955271565495208
18442,crawfca02,2005,156,101,33,15,15,81.0,46.0,8.0,27,84.0,1.0,5.0,5.0,6.0,11.0,OF,0.30124223602484473
18443,crawfca02,2006,151,89,20,16,18,77.0,58.0,9.0,37,85.0,3.0,4.0,9.0,2.0,8.0,OF,0.305
18444,crawfca02,2007,143,93,37,9,11,80.0,50.0,10.0,32,112.0,5.0,5.0,1.0,2.0,11.0,OF,0.3150684931506849
18445,crawfca02,2008,109,69,12,10,8,57.0,25.0,7.0,30,60.0,1.0,2.0,0.0,5.0,10.0,OF,0.27313769751693
18476,crawfsa01,1899,31,25,3,7,1,20.0,6.0,0.0,2,10.0,0.0,0.0,4.0,0.0,0.0,OF,0.30708661417322836
18477,crawfsa01,1900,101,68,15,15,7,59.0,14.0,0.0,28,35.0,0.0,3.0,4.0,0.0,0.0,OF,0.2596401028277635
18478,crawfsa01,1901,131,91,20,16,16,104.0,13.0,0.0,37,0.0,0.0,3.0,4.0,0.0,0.0,OF,0.3300970873786408
18479,crawfsa01,1902,140,92,18,22,3,78.0,16.0,0.0,47,0.0,0.0,1.0,6.0,0.0,0.0,OF,0.3333333333333333
18480,crawfsa01,1903,137,88,23,25,4,89.0,18.0,0.0,25,0.0,0.0,2.0,25.0,0.0,0.0,OF,0.33454545454545453
18481,crawfsa01,1904,150,49,22,16,2,73.0,20.0,0.0,44,0.0,0.0,0.0,11.0,0.0,0.0,OF,0.25444839857651247
18482,crawfsa01,1905,154,73,38,10,6,75.0,22.0,0.0,50,0.0,0.0,3.0,3.0,0.0,0.0,OF,0.29739130434782607
18509,crawfwi01,1968,61,25,12,1,4,14.0,1.0,3.0,20,64.0,0.0,2.0,1.0,0.0,0.0,OF,0.25142857142857145
18510,crawfwi01,1969,129,64,17,5,11,41.0,4.0,5.0,49,85.0,3.0,0.0,2.0,0.0,5.0,OF,0.2467866323907455
18511,crawfwi01,1970,109,48,8,6,8,40.0,4.0,4.0,33,88.0,4.0,2.0,0.0,2.0,5.0,OF,0.23411371237458195
18512,crawfwi01,1971,114,64,16,6,9,40.0,5.0,2.0,28,49.0,2.0,1.0,1.0,3.0,6.0,OF,0.2807017543859649
18513,crawfwi01,1972,96,28,7,3,8,27.0,4.0,2.0,35,55.0,3.0,2.0,2.0,1.0,8.0,OF,0.25102880658436216
18514,crawfwi01,1973,145,75,26,2,14,66.0,12.0,5.0,78,91.0,12.0,1.0,3.0,4.0,6.0,OF,0.29540481400437635
18515,crawfwi01,1974,139,73,23,4,11,61.0,7.0,8.0,64,88.0,9.0,0.0,3.0,5.0,9.0,OF,0.2948717948717949
18528,credejo01,2002,53,28,10,0,12,35.0,0.0,2.0,8,40.0,0.0,0.0,0.0,1.0,1.0,3B,0.285
18529,credejo01,2003,151,68,31,2,19,75.0,1.0,1.0,32,75.0,1.0,6.0,2.0,4.0,11.0,3B,0.26119402985074625
18530,credejo01,2004,144,67,25,0,21,69.0,1.0,2.0,34,81.0,0.0,10.0,4.0,5.0,14.0,3B,0.23877551020408164
18531,credejo01,2005,132,54,21,0,22,62.0,1.0,1.0,25,66.0,3.0,8.0,2.0,4.0,7.0,3B,0.2523148148148148
18532,credejo01,2006,150,76,31,0,30,94.0,0.0,2.0,28,58.0,1.0,7.0,0.0,7.0,18.0,3B,0.28308823529411764
18533,credejo01,2007,47,13,5,0,4,22.0,0.0,1.0,10,24.0,0.0,0.0,0.0,1.0,1.0,3B,0.2155688622754491
18534,credejo01,2008,97,41,18,1,17,55.0,0.0,3.0,30,45.0,0.0,4.0,0.0,4.0,10.0,3B,0.24776119402985075
18537,creebi01,1909,104,48,6,3,2,27.0,10.0,0.0,30,0.0,0.0,9.0,13.0,0.0,0.0,OF,0.26239067055393583
18538,creebi01,1910,134,58,19,16,4,73.0,28.0,0.0,40,0.0,0.0,8.0,12.0,0.0,0.0,OF,0.28693790149892934
18539,creebi01,1911,137,90,30,22,4,88.0,48.0,0.0,56,0.0,0.0,3.0,9.0,0.0,0.0,OF,0.34807692307692306
18540,creebi01,1912,50,25,11,6,0,22.0,12.0,0.0,20,0.0,0.0,5.0,1.0,0.0,0.0,OF,0.33157894736842103
18541,creebi01,1913,145,51,25,6,1,63.0,22.0,0.0,50,51.0,0.0,4.0,17.0,0.0,0.0,OF,0.27153558052434457
18542,creebi01,1914,77,45,18,5,0,40.0,4.0,9.0,30,24.0,0.0,6.0,9.0,0.0,0.0,OF,0.3090909090909091
18543,creebi01,1915,74,23,8,2,0,15.0,7.0,8.0,36,22.0,0.0,6.0,5.0,0.0,0.0,OF,0.21428571428571427
18597,crigelo01,1897,39,15,4,1,0,22.0,5.0,0.0,23,12.0,0.0,1.0,3.0,0.0,0.0,C,0.2246376811594203
18598,crigelo01,1898,84,43,13,4,1,32.0,2.0,0.0,40,22.0,0.0,5.0,6.0,0.0,0.0,C,0.2787456445993031
18599,crigelo01,1899,77,39,4,5,2,44.0,14.0,0.0,28,10.0,0.0,2.0,6.0,0.0,0.0,C,0.2558139534883721
18600,crigelo01,1900,80,31,8,6,2,38.0,5.0,0.0,4,4.0,0.0,2.0,0.0,0.0,0.0,C,0.2708333333333333
18601,crigelo01,1901,76,26,6,3,0,24.0,7.0,0.0,11,0.0,0.0,3.0,6.0,0.0,0.0,C,0.23134328358208955
18602,crigelo01,1902,83,32,16,6,0,28.0,7.0,0.0,27,0.0,0.0,0.0,5.0,0.0,0.0,C,0.2556390977443609
18603,crigelo01,1903,96,41,7,10,3,31.0,5.0,0.0,26,0.0,0.0,1.0,14.0,0.0,0.0,C,0.19242902208201892
18630,crispco01,2002,32,16,9,2,1,9.0,4.0,1.0,11,19.0,0.0,0.0,3.0,2.0,0.0,OF,0.25984251968503935
18631,crispco01,2003,99,55,15,6,3,27.0,15.0,9.0,23,51.0,1.0,0.0,7.0,3.0,4.0,OF,0.26570048309178745
18632,crispco01,2004,139,78,24,2,15,71.0,20.0,13.0,36,69.0,4.0,0.0,9.0,2.0,8.0,OF,0.2973523421588595
18633,crispco01,2005,145,86,42,4,16,69.0,15.0,6.0,44,81.0,1.0,0.0,13.0,5.0,7.0,OF,0.2996632996632997
18634,crispco01,2006,105,58,22,2,8,36.0,22.0,4.0,31,67.0,1.0,1.0,7.0,0.0,5.0,OF,0.2639225181598063
18635,crispco01,2007,145,85,28,7,6,60.0,28.0,6.0,50,84.0,1.0,1.0,9.0,5.0,12.0,OF,0.26806083650190116
18636,crispco01,2008,118,55,18,3,7,41.0,20.0,7.0,35,59.0,0.0,1.0,8.0,4.0,6.0,OF,0.28254847645429365
18656,critzhu01,1924,102,67,15,14,3,35.0,19.0,11.0,19,18.0,0.0,0.0,11.0,0.0,0.0,2B,0.3220338983050847
18657,critzhu01,1925,144,74,14,8,2,51.0,13.0,13.0,34,17.0,0.0,1.0,21.0,0.0,0.0,2B,0.27726432532347506
18658,critzhu01,1926,155,96,24,14,3,79.0,7.0,0.0,39,25.0,0.0,2.0,24.0,0.0,0.0,2B,0.2701812191103789
18659,critzhu01,1927,113,50,10,8,4,49.0,7.0,0.0,16,18.0,0.0,0.0,17.0,0.0,0.0,2B,0.2777777777777778
18660,critzhu01,1928,153,95,21,11,5,52.0,18.0,0.0,37,24.0,0.0,0.0,20.0,0.0,0.0,2B,0.296411856474259
18661,critzhu01,1929,107,55,17,9,1,50.0,9.0,0.0,27,21.0,0.0,0.0,22.0,0.0,0.0,2B,0.24705882352941178
18662,critzhu01,1930,152,108,20,13,4,61.0,8.0,0.0,30,32.0,0.0,0.0,15.0,0.0,0.0,2B,0.2598187311178248
18684,cromawa01,1977,155,64,41,7,5,50.0,10.0,3.0,33,40.0,3.0,4.0,2.0,3.0,15.0,OF,0.28225806451612906
18685,cromawa01,1978,159,77,32,6,10,56.0,8.0,8.0,33,60.0,5.0,7.0,2.0,6.0,15.0,OF,0.29654036243822074
18686,cromawa01,1979,158,84,46,5,8,46.0,8.0,7.0,38,78.0,19.0,1.0,6.0,6.0,11.0,OF,0.2746585735963581
18687,cromawa01,1980,162,74,33,5,14,70.0,8.0,8.0,51,64.0,24.0,2.0,4.0,3.0,24.0,OF,0.288107202680067
18688,cromawa01,1981,99,41,19,2,6,42.0,2.0,3.0,39,27.0,12.0,0.0,0.0,3.0,8.0,OF,0.30446927374301674
18689,cromawa01,1982,144,59,24,3,14,62.0,3.0,0.0,69,60.0,15.0,3.0,1.0,4.0,10.0,OF,0.2535211267605634
18690,cromawa01,1983,120,37,26,2,3,43.0,8.0,3.0,43,48.0,7.0,1.0,1.0,5.0,11.0,OF,0.2777777777777778
18732,cronijo01,1928,63,23,10,4,0,25.0,4.0,0.0,22,27.0,0.0,0.0,10.0,0.0,0.0,SS,0.2422907488986784
18733,cronijo01,1929,145,72,29,8,8,61.0,5.0,9.0,85,37.0,0.0,1.0,21.0,0.0,0.0,SS,0.2813765182186235
18734,cronijo01,1930,154,127,41,9,13,126.0,17.0,10.0,72,36.0,0.0,5.0,22.0,0.0,0.0,SS,0.34582623509369675
18735,cronijo01,1931,156,103,44,13,12,126.0,10.0,9.0,81,52.0,0.0,4.0,4.0,0.0,0.0,SS,0.3060556464811784
18736,cronijo01,1932,143,95,43,18,6,116.0,7.0,5.0,66,45.0,0.0,3.0,3.0,0.0,0.0,SS,0.3177737881508079
18737,cronijo01,1933,152,89,45,11,5,118.0,5.0,4.0,87,49.0,0.0,2.0,5.0,0.0,0.0,SS,0.3089700996677741
18738,cronijo01,1934,127,68,30,9,7,101.0,8.0,0.0,53,28.0,0.0,1.0,9.0,0.0,0.0,SS,0.2837301587301587
18751,crookja01,1890,135,86,5,4,1,62.0,57.0,0.0,96,0.0,0.0,7.0,0.0,0.0,0.0,2B,0.22061855670103092
18752,crookja01,1891,138,110,19,13,0,46.0,50.0,0.0,103,47.0,0.0,9.0,0.0,0.0,0.0,2B,0.24470134874759153
18753,crookja01,1892,128,82,7,4,7,38.0,23.0,0.0,136,52.0,0.0,2.0,0.0,0.0,0.0,2B,0.21348314606741572
18754,crookja01,1893,128,93,10,9,1,48.0,31.0,0.0,121,37.0,0.0,9.0,0.0,0.0,0.0,2B,0.23660714285714285
18755,crookja01,1895,118,81,19,8,6,58.0,36.0,0.0,70,39.0,0.0,8.0,16.0,0.0,0.0,2B,0.28398058252427183
18756,crookja01,1896,64,39,8,1,5,35.0,10.0,0.0,36,16.0,0.0,3.0,5.0,0.0,0.0,2B,0.25728155339805825
18757,crookja01,1898,72,33,4,2,1,20.0,3.0,0.0,40,28.0,0.0,5.0,11.0,0.0,0.0,2B,0.2311111111111111
18761,crosbbo01,2004,151,70,34,1,22,64.0,7.0,3.0,58,141.0,0.0,9.0,5.0,6.0,20.0,SS,0.23853211009174313
18762,crosbbo01,2005,84,66,25,4,9,38.0,0.0,0.0,35,54.0,0.0,1.0,1.0,1.0,10.0,SS,0.27627627627627627
18763,crosbbo01,2006,96,42,12,0,9,40.0,8.0,1.0,36,76.0,1.0,0.0,2.0,2.0,11.0,SS,0.22905027932960895
18764,crosbbo01,2007,93,40,16,0,8,31.0,10.0,2.0,23,62.0,1.0,2.0,0.0,0.0,11.0,SS,0.22636103151862463
18765,crosbbo01,2008,145,66,39,1,7,61.0,7.0,3.0,47,96.0,0.0,0.0,0.0,2.0,18.0,SS,0.23741007194244604
18766,crosbbo01,2009,97,35,10,2,6,29.0,2.0,1.0,24,44.0,0.0,2.0,4.0,4.0,7.0,SS,0.22268907563025211
18767,crosbbo01,2010,70,9,10,0,1,13.0,0.0,3.0,17,38.0,2.0,1.0,2.0,1.0,2.0,SS,0.22023809523809523
18782,crosefr01,1932,116,47,20,9,5,57.0,3.0,2.0,51,51.0,0.0,5.0,7.0,0.0,0.0,SS,0.24120603015075376
18783,crosefr01,1933,136,71,20,5,9,60.0,4.0,1.0,55,40.0,0.0,2.0,5.0,0.0,0.0,SS,0.25277161862527714
18784,crosefr01,1934,138,85,22,10,11,67.0,5.0,6.0,61,58.0,0.0,5.0,12.0,0.0,0.0,SS,0.26534296028880866
18785,crosefr01,1935,87,49,17,6,8,50.0,3.0,1.0,41,27.0,0.0,4.0,1.0,0.0,0.0,SS,0.25573770491803277
18786,crosefr01,1936,151,137,35,7,15,78.0,18.0,7.0,90,83.0,0.0,12.0,6.0,0.0,0.0,SS,0.2879746835443038
18787,crosefr01,1937,149,127,29,5,11,49.0,13.0,7.0,86,105.0,0.0,12.0,12.0,0.0,0.0,SS,0.23404255319148937
18788,crosefr01,1938,157,113,35,3,9,55.0,27.0,12.0,106,97.0,0.0,15.0,5.0,0.0,0.0,SS,0.2630744849445325
18813,crossla01,1887,54,32,8,3,0,26.0,15.0,0.0,15,14.0,0.0,1.0,0.0,0.0,0.0,3B,0.2660098522167488
18814,crossla01,1888,46,20,3,0,0,15.0,10.0,0.0,2,10.0,0.0,1.0,0.0,0.0,0.0,3B,0.22777777777777777
18815,crossla01,1889,55,22,8,2,0,23.0,11.0,0.0,14,9.0,0.0,0.0,0.0,0.0,0.0,3B,0.22110552763819097
18816,crossla01,1890,63,42,7,8,3,47.0,5.0,0.0,12,6.0,0.0,0.0,0.0,0.0,0.0,3B,0.2979591836734694
18817,crossla01,1891,110,66,20,14,5,52.0,14.0,0.0,38,23.0,0.0,3.0,0.0,0.0,0.0,3B,0.3009950248756219
18818,crossla01,1892,140,84,15,10,4,69.0,18.0,0.0,39,16.0,0.0,3.0,0.0,0.0,0.0,3B,0.2754158964879852
18819,crossla01,1893,96,81,17,6,4,78.0,18.0,0.0,26,7.0,0.0,1.0,0.0,0.0,0.0,3B,0.2987951807228916
18838,crossmo01,1895,109,67,14,13,3,54.0,39.0,0.0,38,38.0,0.0,3.0,6.0,0.0,0.0,SS,0.25440806045340053
18839,crossmo01,1896,125,66,10,6,6,52.0,40.0,0.0,58,48.0,0.0,6.0,11.0,0.0,0.0,SS,0.24355971896955503
18840,crossmo01,1897,132,60,17,11,4,55.0,38.0,0.0,62,44.0,0.0,7.0,13.0,0.0,0.0,SS,0.2860215053763441
18841,crossmo01,1898,149,68,25,5,1,50.0,20.0,0.0,55,46.0,0.0,8.0,11.0,0.0,0.0,SS,0.2571428571428571
18842,crossmo01,1899,154,85,25,6,3,65.0,26.0,0.0,56,49.0,0.0,10.0,26.0,0.0,0.0,SS,0.25673249551166966
18843,crossmo01,1900,131,59,11,3,3,62.0,19.0,0.0,51,51.0,0.0,6.0,7.0,0.0,0.0,SS,0.2017167381974249
18844,crossmo01,1901,139,49,14,1,1,44.0,24.0,0.0,52,0.0,0.0,5.0,7.0,0.0,0.0,SS,0.19668737060041408
18871,crousbu01,1924,94,30,10,1,1,44.0,3.0,2.0,23,12.0,0.0,4.0,13.0,0.0,0.0,C,0.25901639344262295
18872,crousbu01,1925,54,18,7,0,2,25.0,1.0,2.0,12,4.0,0.0,1.0,1.0,0.0,0.0,C,0.3511450381679389
18873,crousbu01,1926,49,10,4,1,0,17.0,0.0,0.0,14,7.0,0.0,0.0,7.0,0.0,0.0,C,0.23703703703703705
18874,crousbu01,1927,85,22,11,0,0,20.0,4.0,1.0,21,10.0,0.0,1.0,11.0,0.0,0.0,C,0.23873873873873874
18875,crousbu01,1928,78,17,5,2,2,20.0,3.0,4.0,19,14.0,0.0,1.0,1.0,0.0,0.0,C,0.25229357798165136
18876,crousbu01,1929,45,11,7,0,2,12.0,2.0,0.0,5,7.0,0.0,2.0,3.0,0.0,0.0,C,0.27102803738317754
18877,crousbu01,1930,42,14,8,1,0,15.0,1.0,1.0,17,10.0,0.0,0.0,0.0,0.0,0.0,C,0.2542372881355932
18919,crowlbi01,1877,61,30,9,3,1,23.0,0.0,0.0,4,13.0,0.0,0.0,0.0,0.0,0.0,OF,0.2815126050420168
18920,crowlbi01,1879,60,41,9,5,0,30.0,0.0,0.0,6,14.0,0.0,0.0,0.0,0.0,0.0,OF,0.28735632183908044
18921,crowlbi01,1880,85,57,16,4,0,20.0,0.0,0.0,19,23.0,0.0,0.0,0.0,0.0,0.0,OF,0.268361581920904
18922,crowlbi01,1881,72,33,12,0,0,31.0,0.0,0.0,14,15.0,0.0,0.0,0.0,0.0,0.0,OF,0.25448028673835127
18923,crowlbi01,1883,34,19,9,3,0,21.0,0.0,0.0,4,7.0,0.0,0.0,0.0,0.0,0.0,OF,0.26277372262773724
18924,crowlbi01,1884,108,50,14,6,6,61.0,0.0,0.0,33,74.0,0.0,0.0,0.0,0.0,0.0,OF,0.2702702702702703
18925,crowlbi01,1885,92,29,14,1,1,36.0,0.0,0.0,21,32.0,0.0,0.0,0.0,0.0,0.0,OF,0.24127906976744187
18950,cruiswa01,1914,95,20,9,3,4,28.0,3.0,0.0,25,42.0,0.0,3.0,6.0,0.0,0.0,OF,0.2265625
18952,cruiswa01,1917,153,70,20,10,5,59.0,16.0,0.0,38,73.0,0.0,1.0,21.0,0.0,0.0,OF,0.2948960302457467
18953,cruiswa01,1918,70,34,5,4,6,39.0,2.0,0.0,30,26.0,0.0,3.0,7.0,0.0,0.0,OF,0.2708333333333333
18954,cruiswa01,1919,82,23,8,0,1,21.0,8.0,0.0,18,35.0,0.0,0.0,8.0,0.0,0.0,OF,0.20610687022900764
18955,cruiswa01,1920,91,40,7,5,1,21.0,5.0,3.0,31,26.0,0.0,2.0,10.0,0.0,0.0,OF,0.2777777777777778
18956,cruiswa01,1921,108,47,16,7,8,55.0,10.0,8.0,48,24.0,0.0,2.0,9.0,0.0,0.0,OF,0.34593023255813954
18957,cruiswa01,1922,104,51,15,10,4,46.0,4.0,4.0,44,20.0,0.0,1.0,16.0,0.0,0.0,OF,0.2784090909090909
18970,cruzde01,1997,147,35,26,0,2,40.0,3.0,6.0,14,55.0,0.0,0.0,14.0,3.0,9.0,SS,0.2408256880733945
18971,cruzde01,1998,135,52,22,3,5,45.0,3.0,4.0,13,55.0,0.0,3.0,5.0,2.0,11.0,SS,0.2599118942731278
18972,cruzde01,1999,155,64,35,0,13,58.0,1.0,4.0,12,57.0,0.0,4.0,14.0,5.0,10.0,SS,0.28378378378378377
18973,cruzde01,2000,156,68,46,5,10,82.0,1.0,4.0,13,43.0,2.0,4.0,8.0,7.0,25.0,SS,0.3018867924528302
18974,cruzde01,2001,110,39,28,1,7,52.0,4.0,1.0,17,46.0,0.0,4.0,1.0,2.0,13.0,SS,0.2560386473429952
18975,cruzde01,2002,151,49,28,2,7,47.0,2.0,3.0,22,58.0,2.0,3.0,3.0,5.0,20.0,SS,0.26264591439688717
18976,cruzde01,2003,152,61,24,2,14,65.0,1.0,2.0,13,49.0,1.0,2.0,7.0,2.0,13.0,SS,0.25
19011,cruzjo01,1971,83,46,13,2,9,27.0,6.0,3.0,49,35.0,6.0,1.0,1.0,3.0,6.0,OF,0.273972602739726
19012,cruzjo01,1972,117,33,14,4,2,23.0,9.0,3.0,36,54.0,3.0,1.0,2.0,3.0,4.0,OF,0.23493975903614459
19013,cruzjo01,1973,132,51,22,5,10,57.0,10.0,4.0,51,66.0,4.0,1.0,6.0,7.0,8.0,OF,0.22660098522167488
19014,cruzjo01,1974,107,24,4,3,5,20.0,4.0,2.0,20,27.0,5.0,0.0,0.0,1.0,3.0,OF,0.2608695652173913
19015,cruzjo01,1975,120,44,15,2,9,49.0,6.0,3.0,52,44.0,6.0,1.0,3.0,6.0,6.0,OF,0.2571428571428571
19016,cruzjo01,1976,133,49,21,5,4,61.0,28.0,11.0,53,46.0,5.0,0.0,2.0,2.0,6.0,OF,0.30296127562642367
19017,cruzjo01,1977,157,87,31,10,17,87.0,44.0,23.0,69,67.0,13.0,0.0,3.0,10.0,4.0,OF,0.2987910189982729
19029,cruzjo02,1997,104,59,19,1,26,68.0,7.0,2.0,41,117.0,2.0,0.0,1.0,5.0,5.0,OF,0.2481012658227848
19030,cruzjo02,1998,105,55,14,3,11,42.0,11.0,4.0,57,99.0,3.0,0.0,0.0,4.0,0.0,OF,0.2528409090909091
19031,cruzjo02,1999,106,63,19,3,14,45.0,14.0,4.0,64,91.0,5.0,0.0,1.0,0.0,6.0,OF,0.24068767908309455
19032,cruzjo02,2000,162,91,32,5,31,76.0,15.0,5.0,71,129.0,3.0,2.0,2.0,3.0,11.0,OF,0.24212271973466004
19033,cruzjo02,2001,146,92,38,4,34,88.0,32.0,5.0,45,138.0,4.0,1.0,2.0,2.0,8.0,OF,0.2738301559792028
19034,cruzjo02,2002,124,64,26,5,18,70.0,7.0,1.0,51,106.0,1.0,0.0,1.0,4.0,8.0,OF,0.2446351931330472
19035,cruzjo02,2003,158,90,26,1,20,68.0,5.0,8.0,102,121.0,6.0,0.0,2.0,7.0,14.0,OF,0.2504638218923933
19041,cruzju01,1977,60,25,3,1,1,7.0,15.0,6.0,24,29.0,1.0,0.0,7.0,0.0,2.0,2B,0.2562814070351759
19042,cruzju01,1978,147,77,14,1,1,25.0,59.0,10.0,69,66.0,0.0,1.0,10.0,4.0,8.0,2B,0.23454545454545456
